,times,Raw_rift_length,Raw_rift_length_multiplier,yhat_rifts_15,yhat_rifts_21
918,918.0,2350.659959,4200,2350.659959000001,2350.659958999999
919,919.0,2350.659959,4200,2350.659959000001,2350.659958999999
920,920.0,2350.659959,4200,2350.659959000001,2350.659958999999
921,921.0,2350.659959,4200,2350.659959000001,2350.659958999999
922,922.0,2350.659959,4200,2350.659959000001,2350.659958999999
923,923.0,2350.659959,4200,2350.659959000001,2350.659958999999
924,924.0,2350.659959,4200,2350.659959000001,2350.659958999999
925,925.0,2350.659959,4200,2350.659959000001,2350.659958999999
926,926.0,2350.659959,4200,2350.659959000001,2350.659958999999
927,927.0,2350.659959,4200,2350.659959000001,2350.659958999999
928,928.0,2350.659959,4200,2350.659959000001,2350.659958999999
929,929.0,2350.659959,4200,2350.659959000001,2350.659958999999
930,930.0,2350.659959,4200,2350.659959000001,2350.659958999999
931,931.0,2350.659959,4200,2350.659959000001,2350.659958999999
932,932.0,2350.659959,4200,2350.659959000001,2350.659958999999
933,933.0,2350.659959,4200,2350.659959000001,2350.659958999999
934,934.0,2350.659959,4200,2350.659959000001,2350.659958999999
935,935.0,2350.659959,4200,2350.659959000001,2350.659958999999
936,936.0,2350.659959,4200,2350.659959000001,2350.659958999999
937,937.0,2350.659959,4200,2350.659959000001,2350.659958999999
938,938.0,2350.659959,4200,2350.659959000001,2350.659958999999
939,939.0,2350.659959,4200,2350.659959000001,2350.659958999999
940,940.0,2350.659959,4200,2350.659959000001,2350.659958999999
941,941.0,2350.659959,4200,2350.659959000001,2350.659958999999
942,942.0,2350.659959,4200,2350.659959000001,2350.659958999999
943,943.0,2350.659959,4200,2350.659959000001,2350.659958999999
944,944.0,2350.659959,4200,2350.659959000001,2350.659958999999
945,945.0,2350.659959,4200,2350.659959000001,2350.659958999999
946,946.0,2350.659959,4200,2350.659959000001,2350.659958999999
947,947.0,2350.659959,4200,2350.659959000001,2350.659958999999
948,948.0,2350.659959,4200,2350.659959000001,2350.659958999999
949,949.0,2350.659959,4200,2350.659959000001,2350.659958999999
950,950.0,2350.659959,4200,2350.659959000001,2350.659958999999
951,951.0,2350.659959,4200,2350.659959000001,2350.659958999999
952,952.0,2350.659959,4200,2350.659959000001,2350.659958999999
953,953.0,2350.659959,4200,2350.659959000001,2350.659958999999
954,954.0,2350.659959,4200,2350.659959000001,2350.659958999999
955,955.0,2350.659959,4200,2350.659959000001,2350.659958999999
956,956.0,2350.659959,4200,2350.659959000001,2350.659958999999
957,957.0,2350.659959,4200,2350.659959000001,2350.659958999999
958,958.0,2350.659959,4200,2350.659959000001,2350.659958999999
959,959.0,2350.659959,4200,2350.659959000001,2350.659958999999
960,960.0,2350.659959,4200,2350.659959000001,2350.659958999999
961,961.0,2350.659959,4200,2350.659959000001,2350.659958999999
962,962.0,2350.659959,4200,2350.659959000001,2350.659958999999
963,963.0,2350.659959,4200,2350.659959000001,2350.659958999999
964,964.0,2350.659959,4200,2350.659959000001,2350.659958999999
965,965.0,2350.659959,4200,2350.659959000001,2350.659958999999
966,966.0,2350.659959,4200,2350.659959000001,2350.659958999999
967,967.0,2350.659959,4200,2350.659959000001,2350.659958999999
968,968.0,2350.659959,4200,2350.659959000001,2350.659958999999
969,969.0,2350.659959,4200,2350.659959000001,2350.659958999999
970,970.0,2350.659959,4200,2350.659959000001,2350.659958999999
971,971.0,2350.659959,4200,2350.659959000001,2350.659958999999
972,972.0,2350.659959,4200,2350.659959000001,2350.659958999999
973,973.0,2350.659959,4200,2350.659959000001,2350.659958999999
974,974.0,2350.659959,4200,2350.659959000001,2350.659958999999
975,975.0,2350.659959,4200,2350.659959000001,2350.659958999999
976,976.0,2350.659959,4200,2350.659959000001,2350.659958999999
977,977.0,2350.659959,4200,2350.659959000001,2350.659958999999
978,978.0,2350.659959,4200,2350.659959000001,2350.659958999999
979,979.0,2350.659959,4200,2350.659959000001,2350.659958999999
980,980.0,2350.659959,4200,2350.659959000001,2350.659958999999
981,981.0,2350.659959,4200,2350.659959000001,2350.659958999999
982,982.0,2350.659959,4200,2350.659959000001,2350.659958999999
983,983.0,2350.659959,4200,2350.659959000001,2350.659958999999
984,984.0,2350.659959,4200,2350.659959000001,2350.659958999999
985,985.0,2350.659959,4200,2350.659959000001,2350.659958999999
986,986.0,2350.659959,4200,2350.659959000001,2350.659958999999
987,987.0,2350.659959,4200,2350.659959000001,2350.659958999999
988,988.0,2350.659959,4200,2350.659959000001,2350.659958999999
989,989.0,2350.659959,4200,2350.659959000001,2350.659958999999
990,990.0,2350.659959,4200,2350.659959000001,2350.659958999999
991,991.0,2350.659959,4200,2350.659959000001,
992,992.0,2350.659959,4200,2350.659959000001,
993,993.0,2350.659959,4200,2350.659959000001,
994,994.0,2350.659959,4200,,
995,995.0,2350.659959,4200,,
996,996.0,2350.659959,4200,,
997,997.0,2350.659959,4200,,
998,998.0,2350.659959,4200,,
999,999.0,2350.659959,4200,,
1000,1000.0,2350.659959,4200,,
1001,,,4200,,
